scorer,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000,DLC_resnet50_EyeTrackingMay04shuffle1_200000
bodyparts,tongue,tongue,tongue,lightOn,lightOn,lightOn,e1,e1,e1,e2,e2,e2,e3,e3,e3,e4,e4,e4,e5,e5,e5,e6,e6,e6,e7,e7,e7,e8,e8,e8,pC,pC,pC,p1,p1,p1,p2,p2,p2,p3,p3,p3,p4,p4,p4,p5,p5,p5,p6,p6,p6,p7,p7,p7,p8,p8,p8,p_ref,p_ref,p_ref
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,614.6063842773438,344.228515625,0.0025723278522491455,649.5546264648438,305.9174499511719,0.0019046962261199951,700.3392333984375,299.6776428222656,0.9974759817123413,702.5177001953125,316.27496337890625,0.9930163621902466,695.1622314453125,331.28997802734375,0.9909168481826782,666.2091674804688,333.4088134765625,0.9952276349067688,636.9136352539062,324.09857177734375,0.9983727931976318,636.3202514648438,300.84844970703125,0.9970674514770508,643.5226440429688,282.9027404785156,0.9968824982643127,678.540771484375,277.35235595703125,0.9978265762329102,672.0875244140625,291.6285705566406,0.9993934631347656,684.1858520507812,296.86328125,0.9980837106704712,678.41259765625,303.641357421875,0.9971709251403809,666.801513671875,303.0596618652344,0.998516857624054,659.6535034179688,298.25836181640625,0.9984714984893799,658.1246948242188,287.66229248046875,0.9986051321029663,665.0546264648438,282.9337463378906,0.996771514415741,674.33349609375,282.8324890136719,0.9980813264846802,683.52978515625,288.64569091796875,0.9985672235488892,650.5949096679688,300.3977355957031,0.9992737770080566
1,965.1774291992188,512.6527099609375,0.055014729499816895,636.6663818359375,303.87841796875,0.0017776787281036377,699.1578369140625,298.31585693359375,0.9979881048202515,700.5671997070312,315.4940490722656,0.9908702373504639,693.75390625,331.171630859375,0.993287980556488,664.7510375976562,332.8807678222656,0.9959883689880371,635.9055786132812,324.4523620605469,0.9978516101837158,635.2520141601562,300.3153381347656,0.9973739981651306,642.367919921875,283.05010986328125,0.9956353902816772,677.6389770507812,277.148681640625,0.9978808164596558,671.5721435546875,291.2541809082031,0.9992755055427551,683.206787109375,296.6161193847656,0.9979641437530518,677.3045043945312,303.67926025390625,0.9976108074188232,665.3490600585938,303.6432189941406,0.9984675645828247,658.1411743164062,298.42645263671875,0.9983479380607605,656.9923706054688,287.4989929199219,0.9980897903442383,663.7257080078125,282.83984375,0.9972640872001648,673.034912109375,282.2738952636719,0.9974920749664307,682.3084106445312,288.1474304199219,0.9980826377868652,649.2178955078125,299.5939636230469,0.9995392560958862
2,955.9468383789062,500.6642761230469,0.009420633316040039,645.030517578125,306.1849365234375,0.002030491828918457,700.4066162109375,298.6808166503906,0.9969884157180786,702.1768188476562,315.4501953125,0.9905659556388855,693.8308715820312,329.9922180175781,0.9892838001251221,665.4287109375,331.5623779296875,0.9951968193054199,636.7472534179688,321.8531188964844,0.9980068206787109,636.1119384765625,298.9443054199219,0.9966918230056763,642.35595703125,281.00469970703125,0.9951858520507812,678.4979858398438,276.0738525390625,0.9980098009109497,671.7367553710938,289.66278076171875,0.9992061853408813,682.982666015625,295.85687255859375,0.9981112480163574,676.5858764648438,301.74810791015625,0.9981568455696106,664.7848510742188,301.6280517578125,0.9966168999671936,659.4293212890625,297.34881591796875,0.9984343647956848,657.896728515625,285.9283142089844,0.9982404708862305,664.7341918945312,281.41754150390625,0.9965886473655701,673.9491577148438,281.27490234375,0.9973506331443787,682.8447875976562,287.3739318847656,0.9976348876953125,649.9515380859375,297.9396667480469,0.9996626973152161
3,615.4808349609375,342.0750427246094,0.006999105215072632,648.77099609375,305.3082580566406,0.0023913979530334473,698.403564453125,298.0505676269531,0.997721254825592,700.0574340820312,314.3043518066406,0.9934549331665039,693.4009399414062,330.702880859375,0.9925277829170227,665.6173095703125,332.1340637207031,0.994490385055542,637.6692504882812,322.4642639160156,0.9986355900764465,636.8502807617188,299.80645751953125,0.9970495104789734,643.5130615234375,281.628662109375,0.9950645565986633,677.4025268554688,276.0068359375,0.9982264637947083,672.1883544921875,290.5235595703125,0.9993172883987427,683.8330078125,295.8900146484375,0.9983434677124023,679.203857421875,302.9452819824219,0.9973264336585999,667.5006103515625,303.0887451171875,0.9975447654724121,659.5692138671875,297.7804870605469,0.9978311061859131,658.2677001953125,287.0408935546875,0.9980998039245605,664.635009765625,281.5392761230469,0.996115505695343,673.2789916992188,281.1974182128906,0.9976741075515747,682.489501953125,286.85498046875,0.9975959062576294,650.5482177734375,298.89520263671875,0.9994421005249023
4,730.4114990234375,362.3388977050781,0.0043524205684661865,650.30419921875,308.2591857910156,0.0019333064556121826,700.2734985351562,298.5765380859375,0.9971433281898499,701.9871826171875,315.0671081542969,0.990950345993042,693.8539428710938,331.16973876953125,0.9922462701797485,666.205322265625,331.8475036621094,0.9903050661087036,638.794921875,322.31268310546875,0.998963475227356,637.416015625,299.47052001953125,0.9977867603302002,643.2880249023438,283.3522644042969,0.9960535764694214,677.6033325195312,276.4771728515625,0.9981560111045837,672.5087890625,290.46417236328125,0.9994346499443054,684.3154296875,296.72161865234375,0.9981156587600708,678.8128051757812,302.6413269042969,0.9970443844795227,667.0270385742188,302.0821533203125,0.9973435401916504,659.6941528320312,296.5289611816406,0.9975951910018921,659.1844482421875,285.99176025390625,0.9982165694236755,666.4185180664062,282.1246032714844,0.9949113130569458,675.3695068359375,281.8345031738281,0.9978923797607422,683.645751953125,287.816650390625,0.9981001019477844,650.87890625,299.5171813964844,0.9994634389877319
5,660.4124145507812,351.2118225097656,0.0028871893882751465,683.772216796875,287.4432067871094,0.003001391887664795,704.3201293945312,296.6103515625,0.9982956647872925,706.1625366210938,313.1446533203125,0.997966468334198,697.5725708007812,328.43438720703125,0.9960192441940308,668.6200561523438,330.0697021484375,0.9929951429367065,640.9828491210938,319.859130859375,0.9988726377487183,639.2597045898438,297.0616455078125,0.997080385684967,647.087158203125,280.885498046875,0.9948053359985352,681.565185546875,275.5303649902344,0.9979950189590454,677.5574340820312,288.00079345703125,0.999322772026062,691.234130859375,296.0646667480469,0.9987719058990479,683.5038452148438,301.83563232421875,0.9975539445877075,671.5582275390625,299.87969970703125,0.998494029045105,664.0435180664062,294.4939880371094,0.9982163310050964,663.0086669921875,283.3798522949219,0.996576189994812,671.7587890625,279.41925048828125,0.9944121241569519,682.1536254882812,280.4071960449219,0.9957355260848999,690.2473754882812,286.8323974609375,0.9974546432495117,651.9852905273438,298.64166259765625,0.9990932941436768
6,720.6046752929688,362.0031433105469,0.05636954307556152,648.2259521484375,305.2574157714844,0.002924412488937378,700.3219604492188,293.6476745605469,0.9994360208511353,701.7442016601562,309.1151123046875,0.9991108179092407,693.9820556640625,323.523193359375,0.9984430074691772,664.937255859375,326.5431823730469,0.9989944696426392,636.6661987304688,318.89776611328125,0.9992586374282837,636.5747680664062,294.9425354003906,0.9985121488571167,645.432373046875,277.27178955078125,0.9969008564949036,678.602783203125,272.70709228515625,0.9970698356628418,675.9115600585938,287.00341796875,0.9987571239471436,689.9385375976562,291.900390625,0.9987450838088989,685.4453125,301.09930419921875,0.9951555728912354,673.597412109375,300.15338134765625,0.9963346719741821,663.7133178710938,296.6830139160156,0.9987810850143433,659.9551391601562,284.95361328125,0.9985098242759705,665.5211181640625,278.5714111328125,0.9956185817718506,676.5609130859375,277.3269958496094,0.9985384345054626,686.1820678710938,282.5213623046875,0.9967526197433472,648.462890625,296.5298767089844,0.9996472597122192
7,940.4494018554688,511.49920654296875,0.09489277005195618,649.4257202148438,305.8727722167969,0.003091782331466675,701.3046875,296.8564147949219,0.9984611868858337,703.0265502929688,313.3815612792969,0.9974455833435059,694.861572265625,327.3106689453125,0.9971097707748413,665.552490234375,330.2345886230469,0.9975548982620239,637.8582763671875,321.9736633300781,0.9992116689682007,637.6278686523438,298.3022155761719,0.9975525140762329,645.024658203125,280.6087341308594,0.9950816631317139,679.5175170898438,275.2485046386719,0.9980992078781128,676.4928588867188,288.6349182128906,0.9994539618492126,690.3641967773438,295.2152099609375,0.9984544515609741,684.722412109375,302.748046875,0.9959812760353088,673.25439453125,301.5597229003906,0.9976643919944763,663.9974365234375,297.4606018066406,0.9974863529205322,661.0945434570312,285.8951110839844,0.997736930847168,667.8596801757812,280.1563720703125,0.9946496486663818,678.4645385742188,279.960205078125,0.9975572824478149,687.4862670898438,286.2952880859375,0.9969444870948792,650.4426879882812,298.33465576171875,0.9994547367095947
8,938.2987060546875,514.9859008789062,0.012701600790023804,684.8134155273438,286.8003845214844,0.0027482211589813232,703.0506591796875,298.4788513183594,0.998583972454071,704.7782592773438,315.246826171875,0.9963221549987793,695.8980712890625,328.9295349121094,0.9940026998519897,667.024658203125,331.6917419433594,0.9953311085700989,638.62353515625,322.4927978515625,0.9988868236541748,638.0029907226562,299.64776611328125,0.9977059364318848,644.2271118164062,282.6143798828125,0.9945485591888428,679.590576171875,275.7586669921875,0.9981119632720947,676.4044799804688,289.12481689453125,0.9995832443237305,690.4094848632812,296.4463806152344,0.9981008172035217,684.0091552734375,303.142333984375,0.9965705871582031,672.406982421875,301.8899841308594,0.9976345896720886,663.5833129882812,297.276611328125,0.9967969059944153,661.3611450195312,286.1711730957031,0.9972292184829712,668.578369140625,280.74932861328125,0.9954001903533936,679.0110473632812,280.74700927734375,0.9976660013198853,688.6905517578125,286.86968994140625,0.997458815574646,650.9669189453125,299.0392150878906,0.9993822574615479
